foto,alt,data_name,numdovoo,nomedovoo,pasta1,pasta2,mrk_folder,FlightYawDegree,abrupt_change_flag,LRFStatus,GimbalRollDegree,format,GpsStatus,DroneModel,dt_time,segmentos_total,light_source_classification,distance_3d_previous,ExifImageHeight,photogrammetry_quality_index,trajectory_smoothness,incidence_angle,LRFTargetAlt,speed_variation_index,DateTimeOriginal,file,YResolution,CameraSerialNumber,FNumber,dt_date,gimbal_angular_velocity,linear_velocity_instant,RtkDiffAge,rtk_effective_precision,FlightXSpeed,ShutterSpeedValue,FocusDistance,ShutterCount,path,LRFTargetAbsAlt,yaw_alignment_error,avg_velocity_between_photos,shutter_life_pct,FolderLevel2,LensTemperature,geodesic_distance_previous,AltitudeType,CaptureUUID,GimbalYawDegree,RtkStdHgt,FlightRollDegree,DigitalZoomRatio,speed_3d_kmh,dt_full,GPSMapDatum,RtkStdLon,LensPosition,predicted_overlap,SensorFPS,Model,FlightName,is_ideal_overlap,LRFTargetLon,orthorectification_potential,lon,ExposureMode,DroneSerialNumber,XResolution,mrk_path,ISOSpeedRatings,motion_blur_risk,FlightPitchDegree,DewarpFlag,displacement_direction,SensorTemperature,total_heat_index,AbsoluteAltitude,FlightZSpeed,RelativeAltitude,FileType,ExposureTime,RtkStdLat,UTCAtExposure,capture_efficiency,vertical_stability,LRFTargetDistance,exposure_value_ev,LRFTargetLat,PictureQuality,RtkFlag,size_mb,rtk_stability_score,estimated_coverage,lat,ApertureValue,ground_sample_distance_cm,GimbalOffset,ExifImageWidth,Software,LensSpecification,FocalLength,MaxApertureValue,GimbalPitchDegree,FlightYSpeed,RecommendedExposureIndex,mrk_file,strip_id,3DSpeed,LightSource,light_consistency,GpsLatitude,ExposureProgram,time_since_previous,FlightNumber,GpsLongitude,FolderLevel1,WhiteBalanceCCT
59,986.015,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.10",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1332",,Daylight,"0.187","3956","75","0.0","109.7","0.000","0.0",2026:04:01 13:32:27,DJI_20260401133227_0059_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0333","14.8314","1.60000",Alta,"-14.1","8.9658","15371","51413",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133227_0059_V.JPG,"0.000","162.1","0.0623","12.8532",NULL,,"0.0",RtkAlt,,"-17.00","0.03339","+0.10","1.0","53.4","202604011332",WGS-84,"0.01140",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"210","0.3066","-19.70",,"0.0",,"0.0","+986.015","0.0","+186.176",.JPG,"0.002","0.01147",2026-04-01T16:32:46.385155,"0.0","0.187","0.000","11.9366","0.0000000","90","50","14.46","99.9987","(600.9156, 450.2314)",,"2.97","9.6738","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 37.0029)","2","3.0","001","(45.0, 38.0, 7.0183)",DJI_202604011322_001_m2,
60,985.976,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1332",,Daylight,"0.039","3956","75","0.0","109.4","0.000","0.0",2026:04:01 13:32:31,DJI_20260401133231_0060_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.025","14.8314","0.80000",Alta,"-14.1","8.9658","15371","51414",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133231_0060_V.JPG,"0.000","162.0","0.0097","12.8535",NULL,,"0.0",RtkAlt,,"-17.10","0.03337","+0.00","1.0","53.4","202604011332",WGS-84,"0.01141",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"190","0.3066","-19.40",,"0.0",,"0.0","+985.976","0.0","+186.127",.JPG,"0.002","0.01154",2026-04-01T16:32:49.683812,"0.0","0.039","0.000","11.9366","0.0000000","90","50","14.67","99.998","(600.8918, 450.2136)",,"2.97","9.6734","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 38.5265)","2","4.0","001","(45.0, 38.0, 6.5107)",DJI_202604011322_001_m2,
61,985.947,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.10",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1332",,Daylight,"0.029","3956","75","0.0","109.2","0.000","0.0",2026:04:01 13:32:34,DJI_20260401133234_0061_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","59.9667","14.8314","1.20000",Alta,"-14.1","8.9658","15371","51415",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133234_0061_V.JPG,"0.000","162.1","0.0097","12.8537",NULL,,"0.0",RtkAlt,,"+162.80","0.03313","-1.10","1.0","53.4","202604011332",WGS-84,"0.01137",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"190","0.3067","-19.30",,"0.0",,"0.0","+985.947","0.0","+186.119",.JPG,"0.002","0.01134",2026-04-01T16:32:52.953808,"0.0","0.029","0.000","11.9366","0.0000000","90","50","14.96","99.984","(600.8741, 450.2004)",,"2.97","9.6732","0.7","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 40.0354)","2","3.0","001","(45.0, 38.0, 6.0084)",DJI_202604011322_001_m2,
62,985.987,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1332",,Daylight,"0.04","3956","75","0.0","109.4","0.000","0.0011",2026:04:01 13:32:37,DJI_20260401133237_0062_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8627","1.40000",Alta,"-14.1","8.9658","15371","51416",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133237_0062_V.JPG,"0.000","162.0","0.0133","12.854",NULL,,"0.0",RtkAlt,,"-17.20","0.03328","-0.60","1.0","53.5","202604011332",WGS-84,"0.01144",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"170","0.3073","-19.40",,"0.0",,"0.0","+985.987","0.0","+186.150",.JPG,"0.002","0.01147",2026-04-01T16:32:56.260223,"0.0","0.04","0.000","11.9366","0.0000000","90","50","14.94","99.9883","(600.8985, 450.2187)",,"2.97","9.6736","0.8","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.7",,,"1","14.8627","1",Unknown,"(13.0, 39.0, 41.5599)","2","3.0","001","(45.0, 38.0, 5.4985)",DJI_202604011322_001_m2,
63,985.968,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+161.90",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1332",,Daylight,"0.019","3956","75","0.0","109.6","0.000","0.0011",2026:04:01 13:32:40,DJI_20260401133240_0063_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","0.80000",Alta,"-14.1","8.9658","15371","51417",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133240_0063_V.JPG,"0.000","161.9","0.0063","12.8543",NULL,,"0.0",RtkAlt,,"-17.20","0.03327","-0.60","1.0","53.4","202604011332",WGS-84,"0.01142",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3066","-19.60",,"0.0",,"0.0","+985.968","0.0","+186.112",.JPG,"0.002","0.01151",2026-04-01T16:32:59.556601,"0.0","0.019","0.000","11.9366","0.0000000","90","50","14.47","99.9997","(600.8869, 450.21)",,"2.97","9.6734","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 43.0787)","2","3.0","001","(45.0, 38.0, 4.988)",DJI_202604011322_001_m2,
64,986.1,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1332",,Daylight,"0.132","3956","75","0.0","109.5","0.000","0.0032",2026:04:01 13:32:44,DJI_20260401133244_0064_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.9268","1.00000",Alta,"-14.2","8.9658","15371","51418",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133244_0064_V.JPG,"0.000","162.0","0.033","12.8545",NULL,,"0.0",RtkAlt,,"-17.20","0.03339","-0.70","1.0","53.7","202604011332",WGS-84,"0.01152",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3086","-19.50",,"0.0",,"0.0","+986.100","0.1","+186.249",.JPG,"0.002","0.01158",2026-04-01T16:33:02.848445,"0.0","0.132","0.000","11.9366","0.0000000","90","50","14.33","99.9903","(600.9674, 450.2703)",,"2.97","9.6747","0.8","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.9268","1",Unknown,"(13.0, 39.0, 44.5961)","2","4.0","001","(45.0, 38.0, 4.48)",DJI_202604011322_001_m2,
65,985.953,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+161.90",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1332",,Daylight,"0.147","3956","75","0.0","109.7","0.000","0.0",2026:04:01 13:32:47,DJI_20260401133247_0065_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.9265","1.40000",Alta,"-14.2","8.9658","15371","51419",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133247_0065_V.JPG,"0.000","161.9","0.049","12.8548",NULL,,"0.0",RtkAlt,,"+162.80","0.03338","-0.40","1.0","53.7","202604011332",WGS-84,"0.01143",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"170","0.3086","-19.80",,"0.0",,"0.0","+985.953","0.0","+186.147",.JPG,"0.002","0.01154",2026-04-01T16:33:06.159856,"0.0","0.147","0.000","11.9366","0.0000000","90","50","14.12","99.9953","(600.8778, 450.2031)",,"2.97","9.6732","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.9265","1",Unknown,"(13.0, 39.0, 46.1223)","2","3.0","001","(45.0, 38.0, 3.9692)",DJI_202604011322_001_m2,
66,985.913,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+161.90",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1332",,Daylight,"0.04","3956","75","0.0","109.5","0.000","0.0",2026:04:01 13:32:50,DJI_20260401133250_0066_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.9265","1.60000",Alta,"-14.2","8.9658","15371","51420",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133250_0066_V.JPG,"0.000","161.9","0.0133","12.855",NULL,,"0.0",RtkAlt,,"-17.20","0.03371","-0.50","1.0","53.7","202604011332",WGS-84,"0.01163",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3086","-19.50",,"0.0",,"0.0","+985.913","0.0","+186.090",.JPG,"0.002","0.01175",2026-04-01T16:33:09.444872,"0.0","0.04","0.000","11.9366","0.0000000","90","50","13.99","99.9753","(600.8534, 450.1849)",,"2.97","9.6728","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.9265","1",Unknown,"(13.0, 39.0, 47.6382)","2","3.0","001","(45.0, 38.0, 3.4615)",DJI_202604011322_001_m2,
67,985.932,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.20",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1332",,Daylight,"0.019","3956","75","0.0","110.2","0.000","0.0",2026:04:01 13:32:54,DJI_20260401133254_0067_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","44.975","14.9265","1.00000",Alta,"-14.2","8.9658","15371","51421",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133254_0067_V.JPG,"0.000","162.2","0.0048","12.8552",NULL,,"0.0",RtkAlt,,"+162.90","0.03370","-1.00","1.0","53.7","202604011332",WGS-84,"0.01161",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3086","-20.30",,"0.0",,"0.0","+985.932","0.0","+186.111",.JPG,"0.002","0.01181",2026-04-01T16:33:12.751286,"0.0","0.019","0.000","11.9366","0.0000000","90","50","13.87","99.999","(600.865, 450.1935)",,"2.97","9.673","0.7","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.9265","1",Unknown,"(13.0, 39.0, 49.1634)","2","4.0","001","(45.0, 38.0, 2.9507)",DJI_202604011322_001_m2,
68,986.003,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1332",,Daylight,"0.071","3956","75","0.0","109.5","0.000","0.0",2026:04:01 13:32:57,DJI_20260401133257_0068_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.9265","1.20000",Alta,"-14.2","8.9658","15371","51422",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133257_0068_V.JPG,"0.000","162.0","0.0237","12.8555",NULL,,"0.0",RtkAlt,,"+162.90","0.03420","-0.40","1.0","53.7","202604011332",WGS-84,"0.01163",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3086","-19.60",,"0.0",,"0.0","+986.003","0.0","+186.182",.JPG,"0.002","0.01175",2026-04-01T16:33:16.060868,"0.0","0.071","0.000","11.9366","0.0000000","90","50","13.87","99.9847","(600.9083, 450.226)",,"2.97","9.6737","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.9265","1",Unknown,"(13.0, 39.0, 50.6922)","2","3.0","001","(45.0, 38.0, 2.4395)",DJI_202604011322_001_m2,
69,985.917,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+161.90",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1333",,Daylight,"0.086","3956","75","0.0","109.2","0.000","0.0032",2026:04:01 13:33:00,DJI_20260401133300_0069_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","1.60000",Alta,"-14.1","8.9658","15371","51423",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133300_0069_V.JPG,"0.000","161.9","0.0287","12.8557",NULL,,"0.0",RtkAlt,,"+162.90","0.03400","+0.10","1.0","53.4","202604011333",WGS-84,"0.01168",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3067","-19.30",,"0.0",,"0.0","+985.917","0.0","+186.096",.JPG,"0.002","0.01194",2026-04-01T16:33:19.338146,"0.0","0.086","0.000","11.9366","0.0000000","90","50","13.83","99.9987","(600.8558, 450.1867)",,"2.97","9.6729","1.0","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 52.2056)","2","3.0","001","(45.0, 38.0, 1.9337)",DJI_202604011322_001_m2,
70,985.922,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1333",,Daylight,"0.005","3956","75","0.0","108.9","0.000","0.0032",2026:04:01 13:33:04,DJI_20260401133304_0070_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","45.0","14.9265","0.80000",Alta,"-14.2","8.9658","15371","51424",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133304_0070_V.JPG,"0.000","162.0","0.0012","12.856",NULL,,"0.0",RtkAlt,,"-17.10","0.03371","+0.60","1.0","53.7","202604011333",WGS-84,"0.01161",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3086","-18.90",,"0.0",,"0.0","+985.922","0.0","+186.085",.JPG,"0.002","0.01164",2026-04-01T16:33:22.635897,"0.0","0.005","0.000","11.9366","0.0000000","90","50","13.81","99.978","(600.8589, 450.189)",,"2.97","9.6729","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.9265","1",Unknown,"(13.0, 39.0, 53.7283)","2","4.0","001","(45.0, 38.0, 1.4245)",DJI_202604011322_001_m2,
71,985.996,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1333",,Daylight,"0.074","3956","75","0.0","109.7","0.000","0.0032",2026:04:01 13:33:07,DJI_20260401133307_0071_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0333","14.8314","1.00000",Alta,"-14.1","8.9658","15371","51425",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133307_0071_V.JPG,"0.000","162.0","0.0247","12.8562",NULL,,"0.0",RtkAlt,,"-17.20","0.03385","-0.30","1.0","53.4","202604011333",WGS-84,"0.01157",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3066","-19.70",,"0.0",,"0.0","+985.996","0.0","+186.143",.JPG,"0.002","0.01168",2026-04-01T16:33:25.916824,"0.0","0.074","0.000","11.9366","0.0000000","90","50","13.74","99.9953","(600.904, 450.2228)",,"2.97","9.6736","0.8","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 55.2424)","2","3.0","001","(45.0, 38.0, 0.9192)",DJI_202604011322_001_m2,
72,985.958,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.10",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1333",,Daylight,"0.038","3956","75","0.0","108.9","0.000","0.0",2026:04:01 13:33:10,DJI_20260401133310_0072_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","59.9667","14.8314","1.40000",Alta,"-14.1","8.9658","15371","51426",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133310_0072_V.JPG,"0.000","162.1","0.0127","12.8565",NULL,,"0.0",RtkAlt,,"+162.90","0.03344","+0.10","1.0","53.4","202604011333",WGS-84,"0.01225",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3066","-19.00",,"0.0",,"0.0","+985.958","0.0","+186.139",.JPG,"0.002","0.01198",2026-04-01T16:33:29.227321,"0.0","0.038","0.000","11.9366","0.0000000","90","50","13.62","99.981","(600.8808, 450.2054)",,"2.97","9.6733","0.8","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 56.7702)","2","3.0","001","(45.0, 38.0, 0.4074)",DJI_202604011322_001_m2,
73,985.919,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.10",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1333",,Daylight,"0.039","3956","75","0.0","110.0","0.000","0.0",2026:04:01 13:33:13,DJI_20260401133313_0073_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8314","1.60000",Alta,"-14.1","8.9658","15371","51427",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133313_0073_V.JPG,"0.000","162.1","0.013","12.8567",NULL,,"0.0",RtkAlt,,"-17.10","0.03382","-0.90","1.0","53.4","202604011333",WGS-84,"0.01220",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3067","-20.00",,"0.0",,"0.0","+985.919","0.0","+186.100",.JPG,"0.002","0.01217",2026-04-01T16:33:32.519171,"0.0","0.039","0.000","11.9366","0.0000000","90","50","13.57","99.9827","(600.8571, 450.1876)",,"2.97","9.6729","0.8","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.8314","1",Unknown,"(13.0, 39.0, 58.2881)","2","3.0","001","(45.0, 37.0, 59.9011)",DJI_202604011322_001_m2,
74,985.974,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1333",,Daylight,"0.055","3956","75","0.0","109.6","0.000","0.0032",2026:04:01 13:33:17,DJI_20260401133317_0074_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.025","14.9265","1.00000",Alta,"-14.2","8.9658","15371","51428",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133317_0074_V.JPG,"0.000","162.0","0.0138","12.857",NULL,,"0.0",RtkAlt,,"-17.20","0.03397","-0.60","1.0","53.7","202604011333",WGS-84,"0.01233",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"160","0.3086","-19.60",,"0.0",,"0.0","+985.974","0.0","+186.119",.JPG,"0.002","0.01216",2026-04-01T16:33:35.809643,"0.0","0.055","0.000","11.9366","0.0000000","90","50","13.64","99.991","(600.8906, 450.2127)",,"2.97","9.6734","0.8","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.9265","1",Unknown,"(13.0, 39.0, 59.8051)","2","4.0","001","(45.0, 37.0, 59.3932)",DJI_202604011322_001_m2,
75,986.011,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1333",,Daylight,"0.037","3956","75","0.0","110.0","0.000","0.0032",2026:04:01 13:33:20,DJI_20260401133320_0075_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0333","14.8314","1.20000",Alta,"-14.1","8.9658","15371","51429",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133320_0075_V.JPG,"0.000","162.0","0.0123","12.8573",NULL,,"0.0",RtkAlt,,"-17.10","0.03358","+0.50","1.0","53.4","202604011333",WGS-84,"0.01229",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"170","0.3066","-20.00",,"0.0",,"0.0","+986.011","0.0","+186.192",.JPG,"0.002","0.01268",2026-04-01T16:33:39.122870,"0.0","0.037","0.000","11.9366","0.0000000","90","50","13.65","99.997","(600.9131, 450.2296)",,"2.97","9.6738","0.9","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 1.3329)","2","3.0","001","(45.0, 37.0, 58.8814)",DJI_202604011322_001_m2,
76,985.934,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"+162.10",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1333",,Daylight,"0.077","3956","75","0.0","109.7","0.000","0.0032",2026:04:01 13:33:23,DJI_20260401133323_0076_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.1","14.9265","1.60000",Alta,"-14.2","8.9658","15371","51430",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133323_0076_V.JPG,"0.000","162.1","0.0257","12.8575",NULL,,"0.0",RtkAlt,,"-16.80","0.03349","+0.20","1.0","53.7","202604011333",WGS-84,"0.01225",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"170","0.3086","-19.70",,"0.0",,"0.0","+985.934","0.0","+186.101",.JPG,"0.002","0.01228",2026-04-01T16:33:42.401057,"0.0","0.077","0.000","11.9366","0.0000000","90","50","13.73","99.9823","(600.8662, 450.1945)",,"2.97","9.673","1.1","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","4.6",,,"1","14.9265","1",Unknown,"(13.0, 40.0, 2.8473)","2","3.0","001","(45.0, 37.0, 58.3743)",DJI_202604011322_001_m2,
